Code, Routine, Start Time, Stop Time, Description
BT, morning, 2018-03-07T11:01:29-05:00, 2018-03-08T06:51:27-05:00, Brush Teeth, UNFINISHED
B, morning, , 2018-03-08T07:59:11-05:00, Get Out of Bed, finished earlier
T, morning, 2018-03-08T07:59:34-05:00, 2018-03-08T08:02:36-05:00, Calendar and Routine Todo List,
EY, morning, 2018-03-08T08:02:39-05:00, 2018-03-08T09:52:15-05:00, Morning Eye Lubricant,
MB, morning, 2018-03-08T10:11:27-05:00, 2018-03-08T10:14:12-05:00, Make Bed,
EX, morning, 2018-03-08T10:14:15-05:00, 2018-03-08T10:20:09-05:00, Morning Exercises,
FD, morning, 2018-03-08T10:20:10-05:00, 2018-03-08T11:31:23-05:00, Breakfast and Meds,
BT, morning, , 2018-03-08T15:21:47-05:00, Brush Teeth, finished earlier
SH, morning, , 2018-03-08T15:21:50-05:00, Shave and Shower, finished earlier
FT, morning, , 2018-03-08T15:21:53-05:00, Fissure Treatment, finished earlier
CL, morning, , 2018-03-08T15:21:57-05:00, Put Clothes On, finished earlier
EY, morning, , 2018-03-08T15:22:01-05:00, Eye Lubricant Again, finished earlier
B, morning, 2018-03-09T04:06:29-05:00, 2018-03-09T04:13:17-05:00, Get Out of Bed,
T, morning, 2018-03-09T04:13:20-05:00, 2018-03-09T04:18:48-05:00, Calendar and Routine Todo List,
EY, morning, 2018-03-09T04:18:50-05:00, 2018-03-09T04:20:34-05:00, Morning Eye Lubricant,
MB, morning, 2018-03-09T05:01:04-05:00, 2018-03-09T05:05:16-05:00, Make Bed,
EX, morning, 2018-03-09T05:05:19-05:00, 2018-03-09T05:42:35-05:00, Morning Exercises,
FD, morning, , 2018-03-09T06:33:54-05:00, Breakfast and Meds, finished earlier
BT, morning, 2018-03-09T06:41:17-05:00, 2018-03-09T06:53:14-05:00, Brush Teeth,
SH, morning, 2018-03-09T06:53:16-05:00, 2018-03-09T07:07:00-05:00, Shave and Shower,
FT, morning, 2018-03-09T07:07:03-05:00, 2018-03-09T07:23:08-05:00, Fissure Treatment,
CL, morning, 2018-03-09T07:24:54-05:00, 2018-03-09T07:32:38-05:00, Put Clothes On,
EY, morning, 2018-03-09T07:32:40-05:00, 2018-03-09T07:33:34-05:00, Eye Lubricant Again,
T, morning, 2018-03-09T07:33:45-05:00, 2018-03-09T07:35:04-05:00, Update Todo List,
EY, evening, 2018-03-10T20:17:13-05:00, 2018-03-10T20:19:41-05:00, Afternoon Eye Lubricant,
FD, evening, 2018-03-10T20:19:45-05:00, 2018-03-10T20:27:03-05:00, Dinner and Meds,
BT, evening, 2018-03-10T20:27:08-05:00, 2018-03-10T20:28:42-05:00, Brush Teeth, UNFINISHED
SL, evening, 2018-03-10T20:32:50-05:00, 2018-03-11T04:00:37-04:00, Go to Sleep,
B, morning, 2018-03-11T04:07:24-04:00, 2018-03-11T04:15:30-04:00, Get Out of Bed,
T, morning, 2018-03-11T04:15:33-04:00, 2018-03-11T04:25:14-04:00, Calendar and Routine Todo List,
EY, morning, 2018-03-11T04:25:16-04:00, 2018-03-11T04:27:43-04:00, Morning Eye Lubricant,
MB, morning, 2018-03-11T04:27:45-04:00, 2018-03-11T04:27:52-04:00, Make Bed, UNFINISHED
FD, morning, 2018-03-11T04:28:03-04:00, 2018-03-11T04:38:55-04:00, Breakfast and Meds,
BT, morning, , 2018-03-11T10:33:51-04:00, Brush Teeth, finished earlier
SH, morning, 2018-03-11T10:33:52-04:00, 2018-03-11T10:45:40-04:00, Shave and Shower,
FT, morning, 2018-03-11T10:45:41-04:00, 2018-03-11T10:47:17-04:00, Fissure Treatment,
CL, morning, 2018-03-11T11:00:55-04:00, 2018-03-11T11:28:36-04:00, Put Clothes On,
B, morning, , 2018-03-12T08:34:11-04:00, Get Out of Bed, finished earlier
T, morning, 2018-03-12T08:35:13-04:00, 2018-03-12T08:41:24-04:00, Calendar and Routine Todo List,
EY, morning, 2018-03-12T08:41:26-04:00, 2018-03-12T08:43:33-04:00, Morning Eye Lubricant,
FD, morning, 2018-03-12T08:44:03-04:00, 2018-03-12T09:03:08-04:00, Breakfast and Meds,
BT, morning, 2018-03-12T09:03:10-04:00, 2018-03-12T09:27:41-04:00, Brush Teeth,
SH, morning, 2018-03-12T10:33:06-04:00, 2018-03-12T10:40:54-04:00, Shave and Shower,
FT, morning, 2018-03-12T10:40:55-04:00, 2018-03-12T11:50:06-04:00, Fissure Treatment,
CL, morning, , 2018-03-12T11:50:11-04:00, Put Clothes On, finished earlier
B, morning, , 2018-03-13T12:26:35-04:00, Get Out of Bed, finished earlier
EY, morning, , 2018-03-13T12:26:45-04:00, Morning Eye Lubricant, finished earlier
FD, morning, , 2018-03-13T12:27:02-04:00, Breakfast and Meds, finished earlier
B, morning, , 2018-03-14T10:21:11-04:00, Get Out of Bed, finished earlier
T, morning, , 2018-03-14T10:33:40-04:00, Calendar and Routine Todo List, finished earlier
EY, morning, 2018-03-14T10:33:42-04:00, 2018-03-14T10:47:49-04:00, Morning Eye Lubricant,
FD, morning, 2018-03-14T10:53:07-04:00, 2018-03-14T11:24:44-04:00, Breakfast and Meds,
BT, morning, 2018-03-14T11:33:04-04:00, 2018-03-14T11:50:40-04:00, Brush Teeth,
SH, morning, , 2018-03-14T15:35:16-04:00, Shave and Shower, finished earlier
CL, morning, , 2018-03-14T15:35:23-04:00, Put Clothes On, finished earlier
EY, morning, , 2018-03-14T15:37:40-04:00, Eye Lubricant Again, finished earlier
T, morning, 2018-03-14T15:37:43-04:00, 2018-03-14T15:38:40-04:00, Update Todo List,
B, morning, , 2018-03-16T11:18:43+00:00, Get Out of Bed, finished earlier
EY, morning, 2018-03-17T12:36:32+00:00, 2018-03-17T12:38:47+00:00, Eye Lubricant,
B, morning, , 2018-03-17T08:55:46-04:00, Get Out of Bed, finished earlier
FD, morning, 2018-03-17T09:41:16-04:00, 2018-03-17T10:06:13-04:00, Breakfast and Meds,
BT, morning, 2018-03-17T10:06:19-04:00, 2018-03-17T10:30:07-04:00, Brush Teeth,
SH, morning, , 2018-03-17T10:43:19-04:00, Shave and Shower, finished earlier
FT, morning, 2018-03-17T10:43:21-04:00, 2018-03-17T11:00:04-04:00, Fissure Treatment,
CL, morning, 2018-03-17T11:00:07-04:00, 2018-03-17T11:02:45-04:00, Put Clothes On,
EY, morning, 2018-03-17T11:02:49-04:00, 2018-03-17T11:05:09-04:00, Eye Lubricant,
T, morning, 2018-03-17T11:05:11-04:00, 2018-03-17T11:07:57-04:00, Update Todo List,
T, morning, 2018-03-18T05:56:08-04:00, 2018-03-18T09:40:37-04:00, Calendar and Routine Todo List,
EY, morning, 2018-03-18T09:59:31-04:00, 2018-03-18T10:02:30-04:00, Eye Lubricant,
MB, morning, 2018-03-18T10:02:34-04:00, 2018-03-18T10:10:02-04:00, Make Bed,
EX, morning, 2018-03-18T10:10:16-04:00, 2018-03-18T10:35:10-04:00, Morning Exercises,
FD, morning, 2018-03-18T10:35:13-04:00, 2018-03-18T13:23:37-04:00, Breakfast and Meds,
BT, morning, 2018-03-18T13:23:40-04:00, 2018-03-18T13:36:11-04:00, Brush Teeth,
FT, morning, 2018-03-18T13:36:23-04:00, 2018-03-18T13:52:09-04:00, Fissure Treatment,
EY, morning, 2018-03-18T13:53:41-04:00, 2018-03-18T13:54:37-04:00, Eye Lubricant,
T, morning, 2018-03-18T13:54:41-04:00, 2018-03-18T13:56:43-04:00, Update Todo List,
TX, morning, 2018-03-18T13:56:46-04:00, 2018-03-19T05:35:16-04:00, Daily Tasks, UNFINISHED
B, morning, 2018-03-19T05:35:28-04:00, 2018-03-19T09:26:45-04:00, Get Out of Bed,
T, morning, , 2018-03-19T09:31:51-04:00, Calendar and Routine Todo List, finished earlier
EY, morning, 2018-03-19T09:48:42-04:00, 2018-03-19T09:54:05-04:00, Eye Lubricant,
FD, morning, 2018-03-19T09:54:22-04:00, 2018-03-19T10:03:08-04:00, Breakfast and Meds,
BT, morning, 2018-03-19T10:26:17-04:00, 2018-03-19T10:26:20-04:00, Brush Teeth,
SH, morning, 2018-03-19T10:26:27-04:00, 2018-03-19T10:36:01-04:00, Shave and Shower,
FT, morning, 2018-03-19T10:36:03-04:00, 2018-03-19T10:52:53-04:00, Fissure Treatment,
CL, morning, 2018-03-19T10:52:55-04:00, 2018-03-19T11:08:00-04:00, Put Clothes On,
EY, morning, 2018-03-19T11:08:03-04:00, 2018-03-19T11:09:52-04:00, Eye Lubricant,
T, morning, 2018-03-19T11:10:28-04:00, 2018-03-19T11:11:30-04:00, Update Todo List,
B, morning, , 2018-03-20T08:38:51-04:00, Get Out of Bed, finished earlier
T, morning, , 2018-03-20T08:49:40-04:00, Calendar and Routine Todo List, finished earlier
EY, morning, 2018-03-20T08:49:41-04:00, 2018-03-20T08:59:02-04:00, Eye Lubricant,
MB, morning, 2018-03-20T08:59:07-04:00, 2018-03-20T09:09:55-04:00, Make Bed,
EX, morning, 2018-03-20T09:09:59-04:00, 2018-03-20T09:34:04-04:00, Morning Exercises,
FD, morning, 2018-03-20T09:34:13-04:00, 2018-03-20T10:43:11-04:00, Breakfast and Meds,
BT, morning, 2018-03-20T10:57:26-04:00, 2018-03-20T11:08:21-04:00, Brush Teeth,
B, morning, , 2018-03-21T10:10:58-04:00, Get Out of Bed, finished earlier
T, morning, 2018-03-21T11:47:20-04:00, 2018-03-21T11:49:32-04:00, Calendar and Routine Todo List,
EY, morning, 2018-03-21T13:01:46-04:00, 2018-03-21T13:02:41-04:00, Eye Lubricant,
FD, morning, 2018-03-21T13:02:54-04:00, 2018-03-21T14:01:28-04:00, Breakfast and Meds,
BT, morning, 2018-03-21T14:01:34-04:00, 2018-03-21T14:14:39-04:00, Brush Teeth,
FT, morning, 2018-03-21T14:47:21-04:00, 2018-03-21T14:57:48-04:00, Fissure Treatment,
B, morning, 2018-03-22T09:24:52-04:00, 2018-03-22T09:27:55-04:00, Get Out of Bed,
T, morning, 2018-03-22T09:42:27-04:00, 2018-03-22T09:47:58-04:00, Calendar and Routine Todo List,
EY, morning, 2018-03-22T09:47:58-04:00, 2018-03-22T09:49:39-04:00, Eye Lubricant,
MB, morning, 2018-03-22T09:49:40-04:00, 2018-03-22T09:51:40-04:00, Make Bed,
FD, morning, 2018-03-22T09:51:47-04:00, 2018-03-22T12:13:10-04:00, Breakfast and Meds,
BT, morning, 2018-03-22T12:47:20-04:00, 2018-03-22T13:13:23-04:00, Brush Teeth,
SH, morning, 2018-03-22T13:13:27-04:00, 2018-03-22T13:42:55-04:00, Shave and Shower,
FT, morning, 2018-03-22T13:42:59-04:00, 2018-03-22T13:58:32-04:00, Fissure Treatment,
CL, morning, 2018-03-22T14:01:38-04:00, 2018-03-22T14:07:48-04:00, Put Clothes On,
EY, morning, 2018-03-22T14:07:50-04:00, 2018-03-22T14:10:24-04:00, Eye Lubricant,
T, morning, 2018-03-22T14:10:26-04:00, 2018-03-22T14:37:32-04:00, Update Todo List,
B, morning, 2018-03-23T06:26:30-04:00, 2018-03-23T06:28:53-04:00, Get Out of Bed,
T, morning, 2018-03-23T06:33:32-04:00, 2018-03-23T06:34:37-04:00, Calendar and Routine Todo List,
EY, morning, 2018-03-23T06:38:59-04:00, 2018-03-23T06:40:05-04:00, Eye Lubricant,
FD, morning, 2018-03-23T06:40:21-04:00, 2018-03-23T07:30:02-04:00, Breakfast and Meds,
BT, morning, 2018-03-23T07:30:12-04:00, 2018-03-23T07:45:57-04:00, Brush Teeth,
CL, morning, 2018-03-23T07:50:14-04:00, 2018-03-23T07:50:15-04:00, Put Clothes On,
EY, morning, , 2018-03-23T07:50:20-04:00, Eye Lubricant, finished earlier
B, morning, , 2018-03-25T10:23:04-04:00, Get Out of Bed, finished earlier
T, morning, , 2018-03-25T10:26:43-04:00, Calendar and Routine Todo List, finished earlier
EY, morning, 2018-03-25T10:26:46-04:00, 2018-03-25T10:28:22-04:00, Eye Lubricant,
MB, morning, 2018-03-25T10:28:29-04:00, 2018-03-25T10:33:00-04:00, Make Bed,
EX, morning, , 2018-03-25T11:37:16-04:00, Morning Exercises, finished earlier
FD, morning, 2018-03-25T11:37:18-04:00, 2018-03-25T12:39:58-04:00, Breakfast and Meds,
BT, morning, 2018-03-25T12:40:04-04:00, 2018-03-25T13:01:53-04:00, Brush Teeth,
SH, morning, 2018-03-25T13:04:42-04:00, 2018-03-25T13:18:04-04:00, Shave and Shower,
FT, morning, 2018-03-25T13:18:06-04:00, 2018-03-25T13:39:15-04:00, Fissure Treatment,
CL, morning, 2018-03-25T13:39:18-04:00, 2018-03-25T13:41:08-04:00, Put Clothes On,
EY, morning, 2018-03-25T13:41:11-04:00, 2018-03-25T13:42:34-04:00, Eye Lubricant,
T, morning, 2018-03-25T13:42:36-04:00, 2018-03-25T13:44:13-04:00, Update Todo List,
B, morning, 2018-03-26T07:45:39-04:00, 2018-03-26T07:48:58-04:00, Get Out of Bed,
T, morning, 2018-03-26T07:49:04-04:00, 2018-03-26T08:02:02-04:00, Calendar and Routine Todo List,
EY, morning, 2018-03-26T08:02:07-04:00, 2018-03-26T08:07:14-04:00, Eye Lubricant,
MB, morning, 2018-03-26T08:08:09-04:00, 2018-03-26T08:16:40-04:00, Make Bed,
EX, morning, 2018-03-26T08:38:04-04:00, 2018-03-26T08:59:56-04:00, Morning Exercises,
FD, morning, 2018-03-26T08:59:58-04:00, 2018-03-26T10:37:31-04:00, Breakfast and Meds,
BT, morning, 2018-03-26T10:38:27-04:00, 2018-03-26T10:52:19-04:00, Brush Teeth,
SH, morning, 2018-03-26T10:54:03-04:00, 2018-03-26T10:54:03-04:00, Shave and Shower,
SH, morning, 2018-03-26T10:58:40-04:00, 2018-03-26T11:06:27-04:00, Shave and Shower,
FT, morning, 2018-03-26T11:06:29-04:00, 2018-03-26T11:23:01-04:00, Fissure Treatment,
CL, morning, 2018-03-26T11:23:56-04:00, 2018-03-26T11:32:28-04:00, Put Clothes On,
EY, morning, 2018-03-26T11:32:30-04:00, 2018-03-26T11:33:48-04:00, Eye Lubricant,
T, morning, 2018-03-26T11:33:53-04:00, 2018-03-26T11:36:20-04:00, Update Todo List,
B, morning, 2018-03-27T08:29:25-04:00, 2018-03-27T08:48:55-04:00, Get Out of Bed,
T, morning, 2018-03-27T08:48:58-04:00, 2018-03-27T09:18:00-04:00, Calendar and Routine Todo List,
EY, morning, 2018-03-27T09:24:34-04:00, 2018-03-27T09:26:43-04:00, Eye Lubricant,
MB, morning, 2018-03-27T09:26:46-04:00, 2018-03-27T09:31:57-04:00, Make Bed,
EX, morning, 2018-03-27T09:32:12-04:00, 2018-03-27T09:59:07-04:00, Morning Exercises,
FD, morning, 2018-03-27T09:59:11-04:00, 2018-03-27T11:29:45-04:00, Breakfast and Meds,
BT, morning, 2018-03-27T12:15:50-04:00, 2018-03-27T12:15:54-04:00, Brush Teeth,
SH, morning, 2018-03-27T12:16:59-04:00, 2018-03-27T12:21:57-04:00, Shave and Shower,
FT, morning, 2018-03-27T12:21:59-04:00, 2018-03-27T12:36:38-04:00, Fissure Treatment,
CL, morning, 2018-03-27T12:36:40-04:00, 2018-03-27T12:42:54-04:00, Put Clothes On,
EY, morning, 2018-03-27T12:42:56-04:00, 2018-03-27T12:44:30-04:00, Eye Lubricant,
T, morning, 2018-03-27T12:44:32-04:00, 2018-03-27T12:49:50-04:00, Update Todo List,
T, morning, 2018-03-28T07:26:50-0400, 2018-03-28T07:26:52-0400, Calendar and Routine Todo List,
EY, morning, 2018-03-28T08:02:19-0400, 2018-03-28T08:04:27-0400, Eye Lubricant,
MB, morning, 2018-03-28T08:04:30-0400, 2018-03-28T08:08:56-0400, Make Bed,
FD, morning, 2018-03-28T08:09:03-0400, 2018-03-28T08:44:46-0400, Breakfast and Meds,
BT, morning, 2018-03-28T08:44:49-0400, 2018-03-28T08:59:09-0400, Brush Teeth,
FT, morning, 2018-03-28T08:59:14-0400, 2018-03-28T09:13:11-0400, Fissure Treatment,
CL, morning, 2018-03-28T09:13:13-0400, 2018-03-28T09:16:20-0400, Put Clothes On,
EY, morning, 2018-03-28T09:17:36-0400, 2018-03-28T09:17:37-0400, Eye Lubricant,
T, morning, 2018-03-28T09:53:52-0400, 2018-03-28T09:55:47-0400, Update Todo List,
EY, evening, 2018-03-29T01:22:35-04:00, 2018-03-29T01:24:36-04:00, Eye Lubricant,
BT, evening, 2018-03-29T01:24:42-04:00, 2018-03-29T01:43:30-04:00, Brush Teeth,
FT, evening, , 2018-03-29T01:43:35-04:00, Fissure Treatment, finished earlier
EY, evening, 2018-03-29T01:51:30-04:00, 2018-03-29T01:52:55-04:00, Eye Lubricant,
SL, evening, 2018-03-29T01:53:04-04:00, 2018-03-29T08:06:35-04:00, Sleep,
B, morning, , 2018-03-29T08:48:23-04:00, Get Out of Bed, finished earlier
T, morning, 2018-03-29T08:48:25-04:00, 2018-03-29T08:56:45-04:00, Calendar and Routine Todo List,
EY, morning, 2018-03-29T09:33:17-04:00, 2018-03-29T09:36:12-04:00, Eye Lubricant,
MB, morning, , 2018-03-29T09:36:18-04:00, Make Bed, finished earlier
FD, morning, 2018-03-29T09:36:28-04:00, 2018-03-29T11:08:29-04:00, Breakfast and Meds,
BT, morning, , 2018-03-29T13:33:26-04:00, Brush Teeth, finished earlier
SH, morning, 2018-03-29T13:33:28-04:00, 2018-03-29T13:33:32-04:00, Shave and Shower, UNFINISHED
FT, morning, 2018-03-29T13:33:35-04:00, 2018-03-29T13:45:46-04:00, Fissure Treatment,
CL, morning, 2018-03-29T13:45:48-04:00, 2018-03-29T13:48:44-04:00, Put Clothes On,
EY, morning, 2018-03-29T13:48:46-04:00, 2018-03-29T13:49:27-04:00, Eye Lubricant,
T, morning, 2018-03-29T13:49:30-04:00, 2018-03-29T13:50:41-04:00, Update Todo List,
T, evening, 2018-03-30T00:19:30-04:00, 2018-03-30T00:19:30-04:00, Update Todo List,
EY, evening, 2018-03-30T00:19:33-04:00, 2018-03-30T00:20:48-04:00, Eye Lubricant,
FD, evening, 2018-03-30T00:20:53-04:00, 2018-03-30T00:23:21-04:00, Dinner and Meds, UNFINISHED
B, morning, , 2018-03-30T08:48:59-04:00, Get Out of Bed, finished earlier
T, morning, 2018-03-30T08:49:41-04:00, 2018-03-30T09:00:54-04:00, Calendar and Routine Todo List,
EY, morning, 2018-03-30T09:01:07-04:00, 2018-03-30T09:02:55-04:00, Eye Lubricant,
MB, morning, 2018-03-30T09:06:22-04:00, 2018-03-30T09:07:33-04:00, Make Bed,
FD, morning, 2018-03-30T15:45:38-04:00, 2018-03-31T09:17:44-04:00, Breakfast and Meds, UNFINISHED
B, morning, 2018-03-31T09:17:56-04:00, 2018-03-31T11:30:11-04:00, Get Out of Bed,
T, morning, 2018-03-31T11:30:20-04:00, 2018-03-31T11:33:04-04:00, Calendar and Routine Todo List,
EY, morning, 2018-03-31T11:33:06-04:00, 2018-03-31T11:36:31-04:00, Eye Lubricant,
MB, morning, 2018-03-31T11:36:34-04:00, 2018-03-31T11:38:30-04:00, Make Bed,
FD, morning, 2018-03-31T11:38:37-04:00, 2018-03-31T21:58:56-04:00, Breakfast and Meds, UNFINISHED
BT, morning, 2018-03-31T21:58:58-04:00, 2018-03-31T22:16:06-04:00, Brush Teeth,
B, morning, 2018-04-01T07:50:43-04:00, 2018-04-01T09:18:52-04:00, Get Out of Bed,
T, morning, 2018-04-01T09:19:01-04:00, 2018-04-01T09:51:36-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-01T09:51:38-04:00, 2018-04-01T09:59:07-04:00, Eye Lubricant,
MB, morning, 2018-04-01T09:59:09-04:00, 2018-04-01T10:58:45-04:00, Make Bed,
EX, morning, 2018-04-01T11:10:19-04:00, 2018-04-01T11:57:33-04:00, Morning Exercises,
FD, morning, 2018-04-01T11:57:35-04:00, 2018-04-01T14:12:23-04:00, Breakfast and Meds,
BT, morning, 2018-04-01T14:12:25-04:00, 2018-04-01T14:34:57-04:00, Brush Teeth,
SH, morning, 2018-04-01T14:35:08-04:00, 2018-04-01T15:11:04-04:00, Shave and Shower,
FT, morning, 2018-04-01T15:11:11-04:00, 2018-04-01T15:25:47-04:00, Fissure Treatment,
CL, morning, 2018-04-01T15:27:31-04:00, 2018-04-01T15:27:32-04:00, Put Clothes On,
EY, morning, 2018-04-01T15:27:34-04:00, 2018-04-01T15:28:58-04:00, Eye Lubricant,
T, morning, 2018-04-01T15:29:05-04:00, 2018-04-01T15:30:40-04:00, Update Todo List,
EY, midday, 2018-04-01T16:11:42-04:00, 2018-04-01T16:12:26-04:00, Eye Lubricant,
FD, midday, 2018-04-01T16:12:28-04:00, 2018-04-01T16:45:07-04:00, Lunch and Meds,
FT, midday, 2018-04-01T16:48:38-04:00, 2018-04-01T17:03:44-04:00, Fissure Treatment,
T, evening, 2018-04-01T21:38:21-04:00, 2018-04-01T21:39:47-04:00, Update Todo List,
EY, evening, 2018-04-01T21:39:50-04:00, 2018-04-01T21:43:30-04:00, Eye Lubricant,
FD, evening, 2018-04-01T21:43:34-04:00, 2018-04-01T22:09:10-04:00, Dinner and Meds,
BT, evening, 2018-04-01T22:09:20-04:00, 2018-04-01T22:23:10-04:00, Brush Teeth,
EY, evening, 2018-04-01T22:23:28-04:00, 2018-04-01T22:24:36-04:00, Eye Lubricant,
SL, evening, 2018-04-01T22:27:38-04:00, 2018-04-02T06:34:28-04:00, Sleep,
B, morning, 2018-04-02T06:34:46-04:00, 2018-04-02T06:46:21-04:00, Get Out of Bed,
T, morning, 2018-04-02T06:46:25-04:00, 2018-04-02T07:08:24-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-02T07:14:43-04:00, 2018-04-02T07:15:58-04:00, Eye Lubricant,
MB, morning, 2018-04-02T07:16:08-04:00, 2018-04-02T07:24:53-04:00, Make Bed,
FD, morning, 2018-04-02T07:25:06-04:00, 2018-04-02T07:59:49-04:00, Breakfast and Meds,
BT, morning, 2018-04-02T07:59:51-04:00, 2018-04-02T08:25:57-04:00, Brush Teeth,
SH, morning, 2018-04-02T08:42:57-04:00, 2018-04-02T08:42:59-04:00, Shave and Shower,
FT, morning, 2018-04-02T08:43:02-04:00, 2018-04-02T08:59:50-04:00, Fissure Treatment,
B, morning, , 2018-04-03T07:41:02-04:00, Get Out of Bed, finished earlier
T, morning, 2018-04-03T07:43:23-04:00, 2018-04-03T07:47:15-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-03T07:47:18-04:00, 2018-04-03T07:48:33-04:00, Eye Lubricant,
FD, morning, 2018-04-03T07:48:51-04:00, 2018-04-03T08:00:37-04:00, Breakfast and Meds,
BT, morning, , 2018-04-03T08:22:42-04:00, Brush Teeth, finished earlier
SH, morning, 2018-04-03T08:22:43-04:00, 2018-04-03T08:38:41-04:00, Shave and Shower,
FT, morning, 2018-04-03T08:38:42-04:00, 2018-04-03T08:52:20-04:00, Fissure Treatment,
CL, morning, 2018-04-03T08:52:21-04:00, 2018-04-03T08:56:02-04:00, Put Clothes On,
EY, morning, 2018-04-03T08:56:08-04:00, 2018-04-03T08:57:20-04:00, Eye Lubricant,
B, morning, , 2018-04-04T09:07:27-04:00, Get Out of Bed, finished earlier
T, morning, 2018-04-04T09:07:31-04:00, 2018-04-04T09:21:30-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-04T09:21:32-04:00, 2018-04-04T09:22:50-04:00, Eye Lubricant,
MB, morning, , 2018-04-04T09:22:58-04:00, Make Bed, finished earlier
FD, morning, 2018-04-04T10:24:32-04:00, 2018-04-04T12:12:46-04:00, Breakfast and Meds,
BT, morning, 2018-04-04T12:12:49-04:00, 2018-04-04T12:32:31-04:00, Brush Teeth,
SH, morning, 2018-04-04T12:32:32-04:00, 2018-04-04T12:32:35-04:00, Shave and Shower, UNFINISHED
FT, morning, 2018-04-04T12:32:37-04:00, 2018-04-04T12:48:12-04:00, Fissure Treatment,
CL, morning, 2018-04-04T12:48:14-04:00, 2018-04-04T12:54:05-04:00, Put Clothes On,
EY, morning, 2018-04-04T12:54:07-04:00, 2018-04-04T12:55:37-04:00, Eye Lubricant,
T, morning, 2018-04-04T12:55:41-04:00, 2018-04-04T12:56:56-04:00, Update Todo List,
B, morning, , 2018-04-05T08:14:05-04:00, Get Out of Bed, finished earlier
T, morning, 2018-04-05T08:51:37-04:00, 2018-04-05T08:55:39-04:00, Calendar and Routine Todo List,
EY, morning, , 2018-04-05T09:09:55-04:00, Eye Lubricant, finished earlier
MB, morning, , 2018-04-05T09:10:04-04:00, Make Bed, finished earlier
FD, morning, 2018-04-05T10:32:42-04:00, 2018-04-05T11:49:18-04:00, Breakfast and Meds,
B, morning, 2018-04-06T09:41:38-04:00, 2018-04-06T09:42:18-04:00, Get Out of Bed,
EY, morning, 2018-04-06T09:42:25-04:00, 2018-04-06T09:43:07-04:00, Eye Lubricant,
FD, morning, 2018-04-06T09:43:15-04:00, 2018-04-06T09:58:32-04:00, Breakfast and Meds,
BT, morning, 2018-04-06T09:58:35-04:00, 2018-04-06T10:12:13-04:00, Brush Teeth,
SH, morning, 2018-04-06T10:12:15-04:00, 2018-04-06T10:41:50-04:00, Shave and Shower,
FT, morning, 2018-04-06T10:42:07-04:00, 2018-04-06T11:03:46-04:00, Fissure Treatment,
CL, morning, , 2018-04-06T11:03:55-04:00, Put Clothes On, finished earlier
EY, morning, 2018-04-06T16:25:38-04:00, 2018-04-06T16:27:29-04:00, Eye Lubricant,
T, morning, 2018-04-06T16:27:38-04:00, 2018-04-07T00:06:35-04:00, Update Todo List,
EY, evening, 2018-04-07T03:02:01-04:00, 2018-04-07T08:18:39-04:00, Eye Lubricant, UNFINISHED
T, morning, 2018-04-07T11:31:51-04:00, 2018-04-07T11:35:54-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-07T12:54:42-04:00, 2018-04-07T12:57:25-04:00, Eye Lubricant,
MB, morning, 2018-04-07T12:57:29-04:00, 2018-04-07T13:03:34-04:00, Make Bed,
EX, morning, 2018-04-07T13:03:37-04:00, 2018-04-07T14:20:17-04:00, Morning Exercises,
FD, morning, 2018-04-07T14:20:19-04:00, 2018-04-07T19:31:36-04:00, Breakfast and Meds, UNFINISHED
B, morning, 2018-04-08T07:05:20-04:00, 2018-04-08T07:23:03-04:00, Get Out of Bed,
T, morning, 2018-04-08T07:23:05-04:00, 2018-04-08T07:30:16-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-08T07:30:18-04:00, 2018-04-08T07:31:23-04:00, Eye Lubricant,
MB, morning, 2018-04-08T07:31:25-04:00, 2018-04-08T07:47:20-04:00, Make Bed,
EX, morning, 2018-04-08T07:47:23-04:00, 2018-04-08T08:45:27-04:00, Morning Exercises,
FD, morning, 2018-04-08T08:45:29-04:00, 2018-04-08T10:57:24-04:00, Breakfast and Meds,
BT, morning, 2018-04-08T10:57:28-04:00, 2018-04-08T11:22:37-04:00, Brush Teeth,
SH, morning, 2018-04-08T12:00:04-04:00, 2018-04-08T12:00:06-04:00, Shave and Shower,
FT, morning, 2018-04-08T12:00:10-04:00, 2018-04-08T12:15:50-04:00, Fissure Treatment,
CL, morning, 2018-04-08T12:15:53-04:00, 2018-04-08T12:39:52-04:00, Put Clothes On,
EY, morning, 2018-04-08T13:57:31-04:00, 2018-04-08T13:57:58-04:00, Eye Lubricant,
T, morning, 2018-04-18T11:19:25-04:00, 2018-04-18T11:28:33-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-18T11:28:36-04:00, 2018-04-18T13:13:41-04:00, Eye Lubricant,
MB, morning, 2018-04-18T13:14:49-04:00, 2018-04-18T14:14:01-04:00, Make Bed,
B, morning, , 2018-04-19T07:46:41-04:00, Get Out of Bed, finished earlier
T, morning, 2018-04-19T07:52:26-04:00, 2018-04-19T13:20:42-04:00, Calendar and Routine Todo List,
